1503_PilathK.pdf|Piláth Károly|Hullámhosszmérés videóanalízissel
1504_HartleinK.pdf|H&auml;rtlein Károly|Fotoeffektus bemutatása házilag
1506_MenichP_SzaboL.pdf|Menich Péter, Szabó László|Kripton gáz nyomásának mérése izzólámpában
1506_StonawskiT.pdf|Stonawski Tamás|Csírázási sebesség mérése - egy tévhit tisztázása a mikrohullámú sütőből
1510_GyermanGy.pdf|Gyermán György|Számítógéppel segített mérések a fizika tanításában - myDAQ és LabView segítségével
1411_BekeT.pdf|Beke Tamás|Az óraátállítás hatásainak vizsgálata
1409_StonawskiT.pdf|Stonawski Tamás|Felhők magasságának mérése
1406_CsatariL.pdf|Csatári László|Saját építésÅ± Geiger-Müller-számláló
1404_JanoczkiJozsef.pdf|Janóczki József|Kísérleti feladatok az Öveges József Országos Fizikaversenyen
1403_ZatonyiSandor.pdf|Zátonyi Sándor|Díjazott kísérleteim
1403_SimonPeter.pdf|Simon Péter|Az Euler-féle szám vizsgálata
1403_JendrekMiklos.pdf|Jendrék Miklós|Hátha jó lesz még valamire - avagy leszerelt elemek, amelyek nem erre lettek teremtve, de megelevenednek a kezemben
1403_MedvegyTibor.pdf|Medvegy Tibor|Okostelefonok a fizikaoktatásban
